movie_id,title,overview,vote_average,poster_path,genres,director,actors,vader_sentiment
1450527,Forbidden Fruits,"Free Eden employee Apple secretly runs a witchy femme cult in the basement of the mall store after hours - with fellow fruits Cherry and Fig. But when new hire Pumpkin challenges their performative sisterhood, the women are forced to face their own poisons or succumb to a bloody fate.",6.164,/pnigbxrX1IgbJsv4OjGpsA36ITY.jpg,Horror|Comedy,Meredith Alloway,Lili Reinhart|Lola Tung|Victoria Pedretti|Alexandra Shipp|Emma Chamberlain,-0.9062
1038392,The Conjuring: Last Rites,Paranormal investigators Ed and Lorraine Warren take on one last terrifying case involving mysterious entities they must confront.,6.9,/byWgphT74ClOVa8EOGzYDkl8DVL.jpg,Horror,Michael Chaves,Patrick Wilson|Vera Farmiga|Mia Tomlinson|Ben Hardy|Rebecca Calder,-0.6597
1087192,How to Train Your Dragon,"On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society.",7.934,/53dsJ3oEnBhTBVMigWJ9tkA5bzJ.jpg,Fantasy|Family|Action|Adventure,Dean DeBlois,Mason Thames|Nico Parker|Gerard Butler|Nick Frost|Gabriel Howell,-0.8979
1119377,Xeno,"A teenage girl develops an otherworldly bond with an alien after it crash-lands in the desert. As government agents close in, she must protect her new friend, while uncovering a secret that could change the fate of both their worlds.",6.336,/bXJD04oDre4ZiW6CapzBuJyyp4w.jpg,Adventure|Drama|Mystery|Science Fiction,Matthew Loren Oates,Lulu Wilson|Wrenn Schmidt|Trae Romano|Omari Hardwick|Paul Schneider,0.7003
1716513,Extreme Makeover: Homer Edition,"Homer and Marge's fun couples' date night goes off the rails when Marge learns Homer left the kids unsupervised with only the doorbell camera as a babysitter. Frustrated with her imperfect husband, a tipsy Marge stirs up a trilogy of fantasies of a different Homer.",7.636,/vim76mMXig00YRxN2iGYJASoGkP.jpg,Animation|Comedy|Family,Matthew Nastuk,Dan Castellaneta|Julie Kavner|Nancy Cartwright|Yeardley Smith|Harry Shearer,-0.34
1427832,No Hit Wonder,"Daniel is a singer who became famous overnight thanks to one song. But for the aspiring artist, the dream of fame was short-lived: his song turned out to be a one-hit wonder, and Daniel fell into a deep depression when his subsequent songs failed to connect with audiences. Daniel soon finds himself with few options left – he wants to end his life. However, his suicide attempt fails and he ends up in a secure psychiatric ward. He is allowed to leave on one condition: he must use his music to make a group of depressed people happy.",6.964,/91Nc6a2utk3K3wtosrkyQ5z3sxM.jpg,Comedy|Drama,Florian Dietrich,Florian David Fitz|Nora Tschirner|Jerusha Wahlen|Corinna Kirchhoff|Bernd Hölscher,-0.8945
1124566,Sentimental Value,"Sisters Nora and Agnes reunite with their estranged father, the charismatic Gustav, a once-renowned director who offers stage actress Nora a role in what he hopes will be his comeback film. When Nora turns it down, she soon discovers he has given her part to an eager young Hollywood star.",7.446,/pz9NCWxxOk3o0W3v1Zkhawrwb4i.jpg,Drama,Joachim Trier,Renate Reinsve|Stellan Skarsgård|Inga Ibsdotter Lilleaas|Elle Fanning|Anders Danielsen Lie,0.6486
1010755,The Strangers: Chapter 3,"Tethered by a frightening conclusion, Maya and the Strangers are locked on an unavoidable, unforgiving collision course — a showdown that proves they’re far from strangers now.",5.919,/dWi4D1rUX1Pg4MaafpwwssqJ9lv.jpg,Horror|Thriller,Renny Harlin,Madelaine Petsch|Richard Brake|Ema Horvath|Gabriel Basso|Pedro Leandro,-0.6908
1263337,Heart of the Beast,"After a harrowing plane crash, Special Forces officer James Belmont and his combat dog, Odin, find themselves stranded deep in the Alaskan wilderness. Together, they are forced into a brutal fight for survival against the elements.",0.0,/1ApfSA8JTqeha3GTFEY8syV4auq.jpg,Action|Adventure,David Ayer,Brad Pitt|J.K. Simmons|Anna Lambe,-0.9022
1084187,Pretty Lethal,A troupe of ballerinas find themselves fighting for survival as they attempt to escape from a remote inn after their bus breaks down on the way to a dance competition.,6.776,/znTPnXCK3lEQJgqXCvP7e5FUz6f.jpg,Action|Music|Thriller,Vicky Jewson,Maddie Ziegler|Lana Condor|Iris Apatow|Millicent Simmonds|Avantika,-0.2023
1698856,Master of the Universe,"A young man must use his untapped powers to fight back against an evil alien and their army, who will stop at nothing to take over Earth and then the universe.",4.5,/5BoP5TmqCnbjPGf7ROYm9LdxtKw.jpg,Adventure|Science Fiction,Marcel Walz,Matthew Gademske|Morgan Flanagan|Jay Krymis|Antonio Valles|Telisha Johnson,-0.8481
1057265,Peddi,"In 1980s rural Andhra Pradesh, a spirited villager unites his community through sports to defend their pride against a powerful rivals.",6.1,/kJAJNNBYlbqAcpTDxBNnaILSMTy.jpg,Action|Drama,Buchi Babu Sana,Ram Charan|Janhvi Kapoor|Shiva Rajkumar|Jagapati Babu|Divyendu Sharma,0.7579
999136,Do Not Enter,"A group of young explorers investigates an old abandoned hotel, only to encounter a strange supernatural being and a competing group looking for a legendary hidden treasure.",5.424,/stM9N7eJmHKLmFR59JG4tLdN7Wk.jpg,Horror,Marc Klasfeld,Francesca Reale|Nicholas Hamilton|Adeline Rudolph|Jake Manley|Shane Paul McGhie,-0.3818
1390382,Couture,"In the frenzy of Fashion Week, three women cross paths in Paris, grappling with the world's tragedies and the questions of their lives: Maxine, an American film director in her forties, discovers she has cancer; Ada, a young South Sudanese model, escapes a predetermined destiny to be thrust into a deceptive universe and French makeup artist Angèle, a small hand working in the shadows of the catwalks, dreams of escaping her life.",6.3,/pie2ouNdXYKEMXtF2Kvj0H4LzOr.jpg,Drama,Alice Winocour,Angelina Jolie|Anyier Anei|Ella Rumpf|Louis Garrel|Vincent Lindon,-0.4588
1007734,Nobody 2,"Former assassin Hutch Mansell takes his family on a nostalgic vacation to a small-town theme park, only to be pulled back into violence when they clash with a corrupt operator, a crooked sheriff, and a ruthless crime boss.",6.923,/svXVRoRSu6zzFtCzkRsjZS7Lqpd.jpg,Action|Thriller|Comedy,Timo Tjahjanto,Bob Odenkirk|Connie Nielsen|John Ortiz|Colin Hanks|RZA,-0.8225
1694978,Chum,"A newlywed couple joins friends on a Mediterranean yacht excursion, only to find themselves caught between a predatory shark and a psychopathic killer in their midst-transforming a sun-drenched escape into a fight for survival.",5.05,/uJOW6pWxJ0i5sji9VXRR6Y1wXyE.jpg,Horror,Jonathan Zuck,Alice Eve|Eric Michael Cole|Jim Klock|Elle Haymond|Sarah Siadat,-0.4767
1228246,Five Nights at Freddy's 2,"One year since the supernatural nightmare at Freddy Fazbear's Pizza, the stories about what transpired there have been twisted into a campy local legend, inspiring the town's first ever Fazfest. With the truth kept from her, Abby sneaks out to reconnect with Freddy, Bonnie, Chica, and Foxy, setting into motion a terrifying series of events that will reveal dark secrets about the real origin of Freddy's, and unleash a decades-hidden horror.",6.646,/udAxQEORq2I5wxI97N2TEqdhzBE.jpg,Horror|Thriller,Emma Tammi,Josh Hutcherson|Piper Rubio|Elizabeth Lail|Matthew Lillard|Freddy Carter,-0.5106
822119,Captain America: Brave New World,"After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.",5.965,/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg,Action|Thriller|Science Fiction,Julius Onah,Anthony Mackie|Harrison Ford|Danny Ramirez|Shira Haas|Tim Blake Nelson,0.4215
1232667,"Miss You, Love You","A blunt, grieving widow is forced to plan her husband’s funeral with a total stranger: her estranged gay son’s gay assistant. As they fumble through grief and their strange, darkly funny circumstances, buried secrets and long-held resentments surface, but their partnership becomes an unlikely conduit for connection, laughter, and healing for this mother and her unexpected surrogate son.",6.5,/aVt8ubqnuBU8R5MVNbuf9OTy8sa.jpg,Drama,Jim Rash,Allison Janney|Andrew Rannells|Suzy Nakamura|Bonnie Hunt|Oscar Nuñez,-0.2732
1442396,Nagabandham - The Secret Treasure,"A chosen warrior protects a mystical, serpent-bound Himalayan temple from those seeking to steal the power of the Brahma Kamalam, a divine relic.",0.0,/7r4QUxZ454CSIRLWa1vjNyBG5xk.jpg,Drama|Fantasy|Action,Abhishek Nama,Virat Karrna|Nabha Natesh|Daksha Nagarkar|Anasuya Bharadwaj|Mahesh Manjrekar,0.4019
939243,Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",7.613,/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg,Action|Science Fiction|Comedy|Family,Jeff Fowler,Ben Schwartz|Jim Carrey|Keanu Reeves|Idris Elba|Colleen O'Shaughnessey,0.1531
574475,Final Destination Bloodlines,"Plagued by a violent recurring nightmare, college student Stefanie heads home to track down the one person who might be able to break the cycle and save her family from the grisly demise that inevitably awaits them all.",7.037,/6WxhEvFsauuACfv8HyoVX6mZKFj.jpg,Horror|Mystery,Adam Stein,Kaitlyn Santa Juana|Teo Briones|Rya Kihlstedt|Richard Harmon|Owen Patrick Joyner,-0.1027
1033148,Die My Love,"After inheriting a remote Montana house, Jackson moves there from New York with his partner Grace, and the couple soon welcome a child. As Jackson becomes increasingly absent and rural isolation sets in, Grace struggles with loneliness, creative frustration, and unresolved emotional wounds. What begins as an attempt at renewal gradually turns into an intense psychological descent, placing strain on their relationship and exposing the fragile balance between love, identity, and motherhood.",6.117,/kajpShbFhOdpl6yCrLezMrr9tB4.jpg,Drama,Lynne Ramsay,Jennifer Lawrence|Robert Pattinson|Sissy Spacek|LaKeith Stanfield|Nick Nolte,0.6369
1536559,Double Happiness,"Tim Kao, the meticulous head chef of a five-star hotel in Taiwan, is set to marry his Hong Kong fiance Daisy Wu. But Tim’s divorced parents refuse to attend the same ceremony, and each insists on hosting their own. To complicate things further, the Feng Shui master chooses the same auspicious date for both events. Tim, Daisy, their wedding planner Regina, and the best man Tsai must orchestrate two weddings simultaneously in the same hotel, without either parent finding out. Surrounded by a strict father, a demanding mother, and a cast of sharp-tongued relatives, Tim must confront the traumas of his upbringing and ask himself: is he truly ready to start a new family of his own?",6.4,/1N5lbL2x4Bz7YBjEWtu34VRBKCe.jpg,Drama,Joseph Hsu,Liu Kuan-ting|Jennifer Yu|Yang Kuei-mei|Tenky Tin Kai-Man|Tou Tsung-hua,0.5267
1371151,Off the Grid,"After a morally-bankrupt company tries to weaponize a brilliant scientist's revolutionary technology, he goes off the grid to safeguard humanity. When the company sends a strike force to find him, they make their biggest mistake of all – they weaponize the man they are trying to catch.",6.288,/mMUVnkcx2VawTBJYnnnRN8fxJpb.jpg,Action|Thriller,Johnny Martin,Josh Duhamel|Greg Kinnear|María Elisa Camargo|Peter Stormare|Ricky Russert,0.5423
1218925,Chainsaw Man - The Movie: Reze Arc,"In a brutal war between devils, hunters, and secret enemies, a mysterious girl named Reze has stepped into Denji's world, and he faces his deadliest battle yet, fueled by love in a world where survival knows no rules.",8.5,/3uX6xo6kZrylBrMIyLtrOS5BR9p.jpg,Animation|Action|Romance|Fantasy,Tatsuya Yoshihara,Kikunosuke Toya|Tomori Kusunoki|Reina Ueda|Shogo Sakata|Karin Takahashi,-0.9382
1594914,Lucky Strike,"A wounded American soldier fights to survive behind enemy lines during WWII's Battle of the Bulge against the Germans, relying on his instinct, spy craft and a hand-radio to evade capture and find his way back to his unit.",6.5,/kzRAd7mj39ZY3FGNrDdZjqx56tn.jpg,Action|War,Rod Lurie,Scott Eastwood|Colin Hanks|Aunjanue Ellis-Taylor|Taylor John Smith|Lorne MacFadyen,-0.8316
1226578,Longlegs,"FBI Agent Lee Harker is a gifted new recruit assigned to the unsolved case of an elusive serial killer. As the case takes complex turns, unearthing evidence of the occult, Harker discovers a personal connection to the merciless killer and must race against time to stop him before he claims the lives of another innocent family.",6.521,/1EwNyiiNFd863H4e8nWEzutnZD7.jpg,Crime|Horror|Mystery,Osgood Perkins,Maika Monroe|Nicolas Cage|Blair Underwood|Alicia Witt|Michelle Choi-Lee,-0.8555
858035,Klara and the Sun,"When Klara, an Artificial Friend who wants nothing more than to find the perfect home, meets Josie, each immediately senses a kindred spirit in the other. Josie has a fraught relationship with her mother and they've suffered great loss, but Klara's innocent wonder and unwavering loyalty begin to heal the family and bring light to Josie's complicated world.",0.0,/xqovj2p6HRsgHxN81qYAYF4StgM.jpg,Science Fiction|Drama|Comedy,Taika Waititi,Jenna Ortega|Mia Tharia|Amy Adams|Natasha Lyonne|Aran Murphy,0.9091
947502,In Waves,"In Los Angeles, AJ, a shy teenager, meets Kristen. She lives for surfing; he loves skateboarding and drawing. They fall madly in love, and a happy future seems within reach. But everything changes when Kristen faces a sudden illness. Together, they face adversity, driven by the strength of their love, their friends, and their newly shared passion for surfing and the ocean.",8.0,/3z3gZ6faikQ81EM19zTX4lHfpwL.jpg,Animation|Romance|Drama,Phuong Mai Nguyen,Rio Vega|Lyna Khoudri|Paul Kircher|Birane Ba|Gauthier Battoue,0.9643
575265,Mission: Impossible - The Final Reckoning,"Ethan Hunt and team continue their search for the terrifying AI known as the Entity — which has infiltrated intelligence networks all over the globe — with the world's governments and a mysterious ghost from Hunt's past on their trail. Joined by new allies and armed with the means to shut the Entity down for good, Hunt is in a race against time to prevent the world as we know it from changing forever.",7.172,/z53D72EAOxGRqdr7KXXWp9dJiDe.jpg,Action|Thriller|Adventure,Christopher McQuarrie,Tom Cruise|Hayley Atwell|Ving Rhames|Simon Pegg|Esai Morales,0.0258
1433367,One Night Only,Two love-starved strangers crash into each other on the one night of the year when single people are allowed to have sex.,0.0,/gzy1L7wqkFRznQPv4WrdPQ9bCJ8.jpg,Comedy|Romance,Will Gluck,Monica Barbaro|Callum Turner|Maya Hawke|Julia Fox|King Princess,-0.4019
1294203,My Fault: London,"18-year-old Noah moves from America to London, with her mother who's recently fallen in love with William, a wealthy British businessman. Noah meets William’s son, bad-boy Nick, and soon discovers there is an attraction between them neither can avoid. As Noah spends the summer adjusting to her new life, her devastating past will catch up with her while falling in love for the first time.",7.372,/ttN5D6GKOwKWHmCzDGctAvaNMAi.jpg,Drama|Romance,Dani Girdwood,Asha Banks|Matthew Broome|Eve Macklin|Ray Fearon|Enva Lewis,0.812
1542261,Doraemon the Movie: New Nobita and the Castle of the Undersea Devil,"Nobita and friends finds a secret underwater castle packed with mysteries and riches. With Doraemon's high-tech gadgets, they dive into an ocean adventure mixing humor, teamwork, and imagination in a breathtaking aquatic world.",7.5,/j0n3oaUqbig4Gb0yG1GPrb2KRyl.jpg,Animation|Adventure|Fantasy|Family,Tetsuo Yajima,Wasabi Mizuta|Megumi Oohara|Yumi Kakazu|Subaru Kimura|Tomokazu Seki,0.9169
1146344,Misdirection,"A desperate couple have pulled off a string of high-end break-ins to pay off a mob debt. When they attempt to rob their latest victim, they find themselves caught in a deadly game of cat and mouse. The tables are turned and the hunters become the hunted.",6.103,/z7padnoIDHbmxPdqEHryhqlaVqc.jpg,Thriller|Action,Kevin Lewis,Olga Kurylenko|Frank Grillo|Oliver Trevena|Landa Morland|Vladislav Lapidus,-0.872
1721336,WWE Night of Champions 2026,"The 2026 Night of Champions, also promoted as Night of Champions: Riyadh, was a professional wrestling pay-per-view (PPV) and livestreaming event produced by the American company WWE. It is the 12th Night of Champions and took place on Saturday, June 27, 2026, at the Kingdom Arena in Riyadh, Saudi Arabia for the second consecutive year, held for wrestlers from the Raw and SmackDown brand divisions. Six matches were contested at the event. In the main event, Cody Rhodes looks to defend his SmackDown's Undisputed WWE Championship against Sami Zayn and Gunther in a triple threat match.",7.7,/stQKOiNlw26ms301j7yXmZelZPe.jpg,Adventure|Drama,Unknown,,0.91
617126,The Fantastic 4: First Steps,"Against the vibrant backdrop of a 1960s-inspired, retro-futuristic world, Marvel's First Family is forced to balance their roles as heroes with the strength of their family bond, while defending Earth from a ravenous space god called Galactus and his enigmatic Herald, Silver Surfer.",6.958,/nf5qaSEvyYSNeFH0YhSs5EsBLX9.jpg,Science Fiction|Adventure|Action,Matt Shakman,Pedro Pascal|Vanessa Kirby|Ebon Moss-Bachrach|Joseph Quinn|Ralph Ineson,0.8402
1367220,Karuppu,"In a world where justice falters, guardian deity Vettai Karuppu takes the guise of a lawyer to battle a corrupt legal system preying on the powerless.",6.6,/4KZXlZ5tTT6ghbW77gS4hSLkCd7.jpg,Action|Fantasy,RJ Balaji,Suriya|Trisha Krishnan|RJ Balaji|Indrans|Anagha Maya Ravi,-0.2263
1543151,King Kaew,"After a child in her care dies, a young woman is executed for a crime she didn't commit. Now, her spirit seeks justice for her wrongful death.",2.7,/pPdHuTs4RAdxs0yaXnlxl1AM3f1.jpg,Horror|Crime|Drama,Ekkachai Srivichai,Intira Jaroenpura|Apinya Sakuljaroensuk|Napat Injaieua|Pympan Chalayanacupt|Ekkachai Srivichai,-0.2472
1367220,Karuppu,"In a world where justice falters, guardian deity Vettai Karuppu takes the guise of a lawyer to battle a corrupt legal system preying on the powerless.",6.6,/4KZXlZ5tTT6ghbW77gS4hSLkCd7.jpg,Action|Fantasy,RJ Balaji,Suriya|Trisha Krishnan|RJ Balaji|Indrans|Anagha Maya Ravi,-0.2263
1543151,King Kaew,"After a child in her care dies, a young woman is executed for a crime she didn't commit. Now, her spirit seeks justice for her wrongful death.",2.7,/pPdHuTs4RAdxs0yaXnlxl1AM3f1.jpg,Horror|Crime|Drama,Ekkachai Srivichai,Intira Jaroenpura|Apinya Sakuljaroensuk|Napat Injaieua|Pympan Chalayanacupt|Ekkachai Srivichai,-0.2472
1477712,Ice Cream Man,An idyllic summer town descends into madness when an ice cream man serves kids sweet delights with horrifying results.,0.0,/c987gxFjXqYOxZEZKcTkS1ONTWH.jpg,Horror|Thriller,Eli Roth,Ari Millen|Charlie Zeltzer|Shiloh O’Reilly|Kiori Mirza Waldman|Sarah Abbott,-0.1531
1445363,EPiC: Elvis Presley in Concert,"Long-lost footage from Elvis Presley's legendary Las Vegas residency in the 1970s woven together with rare 16mm footage from Elvis on Tour, and 8mm from the Graceland archive, plus recordings of Elvis telling ""his side of the story"" rediscovered during Baz Luhrmann's research for his 2022 film, Elvis.",8.256,/2K2NH5dforjT9kLcUC0eeBpdZkC.jpg,Music|Documentary,Baz Luhrmann,Elvis Presley|James Burton|John Wilkinson|Charlie Hodge|Jerry Scheff,0.0
1446616,Tu Yaa Main,"A wannabe rapper from the outskirts of Mumbai and an affluent influencer elope to a coastal town, only to find themselves trapped in the pool of a derelict resort fighting for survival against the wrath of a ferocious crocodile.",6.5,/nUPnA0I1MTaZRVCsUQc5DS5JA8W.jpg,Thriller|Romance,Bejoy Nambiar,Adarsh Gourav|Shanaya Kapoor|Kshitee Jog|Parul Gulati|Ansh Chopra,-0.743
1306884,Gorky Resort,"The year is 1939. The world is falling into chaos. Thousands of Poles, held by the Russians in a former monastery, are subjected to brutal indoctrination. An ambitious enemy agent makes it a point of honour to break the resistance of one of them. He is a young, world-famous pianist, respected by his fellow prisoners. His capitulation may result in winning many others over to the enemy's side. An insidious game begins, full of sophisticated manipulation, threats and promises. Can the young artist, a loving father and husband, win a duel with an agent backed by the power and perfidy of the Russian system?",7.0,/hbkGSbaH5stix008VRYQBBUYwhQ.jpg,History|Thriller|War,Łukasz Palkowski,Jakub Gierszał|Aidan Gillen|Julia Pietrucha|Bogusław Linda|Wojciech Mecwaldowski,0.7964
1022787,Elio,"Elio, a space fanatic with an active imagination, finds himself on a cosmic misadventure where he must form new bonds with eccentric alien lifeforms, navigate a crisis of intergalactic proportions and somehow discover who he is truly meant to be.",6.911,/7z8jDiTZZco9moIKpTUImFtTy7o.jpg,Animation|Adventure|Science Fiction|Family,Madeline Sharafian,Yonas Kibreab|Remy Edgerly|Zoe Saldaña|Brad Garrett|Brandon Moon,0.128
639988,No Other Choice,"After being laid off and humiliated by a ruthless job market, a veteran paper mill manager descends into violence in a desperate bid to reclaim his dignity.",7.5,/vc2S0dvgpsM0XfSiXZDMVkRCSSU.jpg,Comedy|Crime|Thriller,Park Chan-wook,Lee Byung-hun|Son Ye-jin|Park Hee-soon|Lee Sung-min|Yeom Hye-ran,-0.7269
1367642,Reminders of Him,"When Diem's custodial grandparents adamantly refuse Kenna's attempts to see her daughter, Kenna discovers unexpected compassion, and then something truer and deeper, with former NFL player and local bar owner Ledger. As their secret romance develops, so do the dangers for both of them, leading Kenna toward heartbreak and, ultimately, the hope for a second chance.",7.728,/7L6rceYgzQ0NeHD7PRDNrRoQ291.jpg,Romance|Drama,Vanessa Caswill,Maika Monroe|Tyriq Withers|Rudy Pankow|Bradley Whitford|Lauren Graham,0.5627
1293167,Exit Protocol,An assassin whose specialty is killing other assassins trying to get out of the business decides to try to get out himself and must then team up with his former mark to escape the hired killers now gunning for them both.,7.1,/flMnawvBtLvMStfeAjuBE1K9ykX.jpg,Action|Thriller,Shane Dax Taylor,Scott Martin|Dolph Lundgren|Michael Jai White|Charlotte Kirk|Lina Maya,-0.8402
1398655,Blue Film,"Drawn by the promise of easy money and anonymous sex, queer camboy Aaron Eagle is shocked to discover a personal connection with the mysterious stranger who has paid for his company. Over the course of one night, the two men engage in a war of words and emotions as they wrestle with the impact of a tainted and shared past.",7.6,/7wECL45CnlFWsiadBHwArgVJ1nL.jpg,Drama,Elliot Tuttle,Reed Birney|Kieron Moore,0.4215
1197137,Black Phone 2,"Four years after defeating The Grabber, Finney Blake is struggling with life after captivity. When his younger sister Gwen begins receiving calls in her dreams from the Black Phone and seeing disturbing visions of three boys being stalked at a winter camp, the siblings become determined to solve the mystery and confront a killer who has grown more powerful in death and more significant to them than either could imagine.",6.7,/gFddBLQ8wj9M9O82iPzgX5KVNHz.jpg,Horror|Thriller,Scott Derrickson,Ethan Hawke|Mason Thames|Madeleine McGraw|Demián Bichir|Miguel Mora,-0.7831
1323625,Night Patrol,An L.A. cop discovers a local task force is hiding a secret that puts the residents of his childhood neighborhood in danger.,5.25,/rNqLzACU9ez2ehDalTFDPjZiC4G.jpg,Horror|Mystery|Action,Ryan Prows,Jermaine Fowler|Justin Long|RJ Cyler|Freddie Gibbs|Phil Brooks,-0.6808
1240889,Teenage Sex and Death at Camp Miasma,"After years of slapdash sequels and waning fandom, the Camp Miasma slasher franchise is handed over to an enthusiastic young director for resurrection. But when she visits the original's star, a now-reclusive actress shrouded in mystery, the two women fall into a blood-soaked world of desire, fear, and delirium.",0.0,/nLsFnXifieSTqSeWxjXSS8RvaUZ.jpg,Horror|Comedy,Jane Schoenbrun,Hannah Einbinder|Gillian Anderson|Amanda Fix|Arthur Conti|Eva Victor,0.09
1126336,Anniversary,"When Ellen and Paul’s son Josh introduces his new girlfriend at their 25th anniversary party, no one suspects that it is the beginning of the end for this happy family. The new girlfriend is Liz, Ellen’s former student, who left the university, some years before, after Ellen called her out in class for her radical ideology.",6.725,/sSdpXGBNt3mQzjZZVK6eV5NcPdc.jpg,Thriller|Drama,Jan Komasa,Diane Lane|Kyle Chandler|Madeline Brewer|Zoey Deutch|Phoebe Dynevor,0.5385
1433583,The Weight,"In 1933 Oregon, Samuel Murphy is torn from his daughter and sent to a brutal work camp. Warden Clancy tempts him with early release if he smuggles gold through deadly wilderness, but betrayal festers within the crew, and Murphy questions how far he’ll go to see his child again.",0.0,/lGrf2U5mu06WjXBCwCjbTGEjscp.jpg,Thriller|Adventure|Drama,Padraic McKinley,Ethan Hawke|Russell Crowe|Julia Jones|Austin Amelio|Avi Nash,-0.8779
839033,The Lord of the Rings: The War of the Rohirrim,"A sudden attack by Wulf, a clever and traitorous lord of Rohan seeking vengeance for the death of his father, forces Helm Hammerhand, the King of Rohan, and his people to make a daring last stand in the ancient stronghold of the Hornburg.",6.5,/23WCoDo6wzBfzbX7BGTNwVUqZfi.jpg,Animation|Fantasy|Adventure|Action,Kenji Kamiyama,Brian Cox|Gaia Wise|Luke Pasqualino|Laurence Ubong Williams|Lorraine Ashbourne,-0.25
1084199,Companion,"During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.",7.013,/oCoTgC3UyWGfyQ9thE10ulWR7bn.jpg,Horror|Science Fiction|Thriller,Drew Hancock,Sophie Thatcher|Jack Quaid|Lukas Gage|Megan Suri|Harvey Guillén,0.6369
1185806,PAW Patrol: The Dino Movie,"The PAW Patrol crash land on an uncharted tropical island filled with dinosaurs after their ship gets caught in a mysterious storm. They meet Rex, a pup who has been stranded for years and has become an expert in all things dino-related. When the Patrol’s archrival, Mayor Humdinger, begins recklessly mining to exploit the island's natural resources, he inadvertently causes a huge, dormant volcano to erupt. The pups are thrown into a series of high-stakes, dino-sized rescues bigger than anything they’ve done before, as they must stop Humdinger before everything on the island goes extinct.",0.0,/mVx2O7ikolw0lQC3XEIM4C2uYwd.jpg,Adventure|Animation|Comedy|Family,Cal Brunker,Carter Young|Hayden Chamberlen|Mckenna Grace|Rain Janjua|Henry Bolan,0.2023
1609125,The Butcher's Blade,Local constable Xue Buyi keeps his distance from corrupt colleagues until he is framed for the theft of thousands of dollars in relief funds. Now he must choose: fight to clear his name or uphold the law he's sworn to obey.,6.6,/8S3Tt4gQudJUsK9jKu5Gy1mDfvb.jpg,Action,Liu Wenpu,Liu Fengchao|Chunyu Shanshan|Yuan Fufu|Liu Enshang|Gao Weiman,0.4767
1086260,The Astronaut,"After returning from her first space mission, astronaut Sam Walker is placed under NASA’s care at a high security house for rehabilitation and medical testing. However, when disturbing occurrences begin happening around the property, she fears that something extraterrestrial has followed her back to Earth",6.104,/souvvkJHYhztC1UqZ8lEVUiJa3J.jpg,Horror|Science Fiction|Thriller,Jess Varley,Kate Mara|Laurence Fishburne|Gabriel Luna|Ivana Miličević|Scarlett Holmes,-0.128
847742,Drishyam 3,"To protect his family and their dark secret, Georgekutty faces an organized new threat. As walls close in and cracks widen, how much more is he willing to sacrifice ?",7.136,/456FlpiU1iOBnaOxSd783QhZKWw.jpg,Crime|Drama|Thriller,Jeethu Joseph,Mohanlal|Meena|Siddique|Asha Sarath|Murali Gopy,-0.2023
1559575,Kafir: The Spirit Gate,"Eight years after Herman's tragic death due to black magic, Sri is rebuilding her life with her daughter, Dina, and Andi, who has married Rani. Sri's father informs her that her mother is seriously ill. They come to visit, and that's the beginning of their disaster. A past sin Sri has been hiding now threatens her family.",5.6,/fA7ByoOADIcwq363GdLbFZl2zgJ.jpg,Horror|Drama|Mystery|Thriller,Azhar Kinoi Lubis,Putri Ayudya|Rangga Azof|Nadya Arina|Indah Permatasari|Asha Assuncao,-0.9716
1119090,I Am Frankelda,A gifted young writer in 19th-century Mexico journeys into her subconscious and comes face to face with characters from her own spooky stories.,8.281,/hDzllxB1TQ7uUxVvjnGHirJJovt.jpg,Animation|Fantasy|Horror|Adventure|Family,Arturo Ambriz,Mireya Mendoza|Arturo Mercado Jr.|Luis Leonardo Suarez|Gaby Cárdenas|Beto Castillo,0.0
1659389,ONE PIECE HEROINES,"After buying a pair of shoes that end up hurting her feet, Nami returns to the shop feeling dissatisfied. There, she meets Lebno, the designer, who tells her, ""I'll make you a brand-new pair from scratch—but only if you’ll be my model."" The shoes are crafted by the artisan Miucha, leading to an unexpected and stylish encounter.",0.0,/mrONQ5gkWIVSf3hp5n6w7qoK2oN.jpg,TV Movie|Animation,Haruka Kamatani,Akemi Okamura|Yuriko Yamaguchi|Maaya Sakamoto|Takehito Koyasu,-0.5859
1384758,Ice Age: Boiling Point,"A madcap adventure filled with dinosaurs and lava that takes Manny, Sid, Diego, Ellie, Scrat and the herd through the uncharted regions of the dangerous Lost World.",0.0,/mPhAreyZLLcZ9pl4KRyEaqSu1Zv.jpg,Adventure|Animation|Comedy|Family,John C. Donkin,Ray Romano|Denis Leary|John Leguizamo|Simon Pegg|Queen Latifah,-0.4767
