42,1275779,1.0
42,1145899,1.0
42,964849,1.0
42,1303357,1.0
105,1248251,1.0
42,1367220,1.0
42,912649,1.0
42,1542877,1.0
105,11,1.0
105,1295026,1.0
105,541671,1.0
105,533535,1.0
105,929204,1.0
105,11,1.0
106,1426940,1.0
106,429617,1.0
106,939243,1.0
42,1311031,1.0
42,979660,1.0
106,533535,1.0
106,936075,1.0
106,541671,1.0
106,1010756,1.0
106,1432547,1.0
